_REF_DATE_,GEO,DGUID,Statistic,Expenditures,UOM,VALUE
2010,Quebec,2016A000224,Average expenditure per household,Package trips,Dollars,456
2011,Quebec,2016A000224,Average expenditure per household,Package trips,Dollars,591
2012,Quebec,2016A000224,Average expenditure per household,Package trips,Dollars,573
2013,Quebec,2016A000224,Average expenditure per household,Package trips,Dollars,595
2014,Quebec,2016A000224,Average expenditure per household,Package trips,Dollars,704
2015,Quebec,2016A000224,Average expenditure per household,Package trips,Dollars,645
2016,Quebec,2016A000224,Average expenditure per household,Package trips,Dollars,672
2017,Quebec,2016A000224,Average expenditure per household,Package trips,Dollars,736
2010,Quebec,2016A000224,Average expenditure per household,Other recreational activities and services,Dollars,41
2012,Quebec,2016A000224,Average expenditure per household,Other recreational activities and services,Dollars,50
2010,Quebec,2016A000224,Average expenditure per household,Purchase of recreational vehicles,Dollars,413
2011,Quebec,2016A000224,Average expenditure per household,Purchase of recreational vehicles,Dollars,516
2012,Quebec,2016A000224,Average expenditure per household,Purchase of recreational vehicles,Dollars,446
2013,Quebec,2016A000224,Average expenditure per household,Purchase of recreational vehicles,Dollars,491
2014,Quebec,2016A000224,Average expenditure per household,Purchase of recreational vehicles,Dollars,520
2015,Quebec,2016A000224,Average expenditure per household,Purchase of recreational vehicles,Dollars,451
2016,Quebec,2016A000224,Average expenditure per household,Purchase of recreational vehicles,Dollars,530
2017,Quebec,2016A000224,Average expenditure per household,Purchase of recreational vehicles,Dollars,360
2010,Quebec,2016A000224,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,135
2011,Quebec,2016A000224,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,97
2012,Quebec,2016A000224,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,117
2013,Quebec,2016A000224,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,124
2014,Quebec,2016A000224,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,132
2015,Quebec,2016A000224,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,128
2017,Quebec,2016A000224,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,136
2011,Quebec,2016A000224,Average expenditure per household,All-terrain vehicles (purchase),Dollars,63
2011,Quebec,2016A000224,Average expenditure per household,Other recreational vehicles (purchase),Dollars,320
2012,Quebec,2016A000224,Average expenditure per household,Other recreational vehicles (purchase),Dollars,240
2013,Quebec,2016A000224,Average expenditure per household,Other recreational vehicles (purchase),Dollars,240
2014,Quebec,2016A000224,Average expenditure per household,Other recreational vehicles (purchase),Dollars,240
2016,Quebec,2016A000224,Average expenditure per household,Other recreational vehicles (purchase),Dollars,275
2017,Quebec,2016A000224,Average expenditure per household,Other recreational vehicles (purchase),Dollars,111
2010,Quebec,2016A000224,Average expenditure per household,"Bicycles (purchase), parts and accessories",Dollars,39
2011,Quebec,2016A000224,Average expenditure per household,"Bicycles (purchase), parts and accessories",Dollars,35
2012,Quebec,2016A000224,Average expenditure per household,"Bicycles (purchase), parts and accessories",Dollars,53
2013,Quebec,2016A000224,Average expenditure per household,"Bicycles (purchase), parts and accessories",Dollars,51
2014,Quebec,2016A000224,Average expenditure per household,"Bicycles (purchase), parts and accessories",Dollars,74
2015,Quebec,2016A000224,Average expenditure per household,"Bicycles (purchase), parts and accessories",Dollars,69
2016,Quebec,2016A000224,Average expenditure per household,"Bicycles (purchase), parts and accessories",Dollars,88
2017,Quebec,2016A000224,Average expenditure per household,"Bicycles (purchase), parts and accessories",Dollars,72
2010,Quebec,2016A000224,Average expenditure per household,Operation of recreational vehicles,Dollars,124
2011,Quebec,2016A000224,Average expenditure per household,Operation of recreational vehicles,Dollars,148
2012,Quebec,2016A000224,Average expenditure per household,Operation of recreational vehicles,Dollars,137
2013,Quebec,2016A000224,Average expenditure per household,Operation of recreational vehicles,Dollars,166
2014,Quebec,2016A000224,Average expenditure per household,Operation of recreational vehicles,Dollars,159
2015,Quebec,2016A000224,Average expenditure per household,Operation of recreational vehicles,Dollars,151
2016,Quebec,2016A000224,Average expenditure per household,Operation of recreational vehicles,Dollars,180
2017,Quebec,2016A000224,Average expenditure per household,Operation of recreational vehicles,Dollars,143
2010,Quebec,2016A000224,Average expenditure per household,Insurance premiums for recreational vehicles,Dollars,47
2011,Quebec,2016A000224,Average expenditure per household,Insurance premiums for recreational vehicles,Dollars,56
2012,Quebec,2016A000224,Average expenditure per household,Insurance premiums for recreational vehicles,Dollars,53
2013,Quebec,2016A000224,Average expenditure per household,Insurance premiums for recreational vehicles,Dollars,54
2014,Quebec,2016A000224,Average expenditure per household,Insurance premiums for recreational vehicles,Dollars,60
2015,Quebec,2016A000224,Average expenditure per household,Insurance premiums for recreational vehicles,Dollars,64
2016,Quebec,2016A000224,Average expenditure per household,Insurance premiums for recreational vehicles,Dollars,57
2017,Quebec,2016A000224,Average expenditure per household,Insurance premiums for recreational vehicles,Dollars,60
2010,Quebec,2016A000224,Average expenditure per household,Registration fees and licences for recreational vehicles,Dollars,37
2011,Quebec,2016A000224,Average expenditure per household,Registration fees and licences for recreational vehicles,Dollars,36
2012,Quebec,2016A000224,Average expenditure per household,Registration fees and licences for recreational vehicles,Dollars,43
2013,Quebec,2016A000224,Average expenditure per household,Registration fees and licences for recreational vehicles,Dollars,43
2014,Quebec,2016A000224,Average expenditure per household,Registration fees and licences for recreational vehicles,Dollars,39
2015,Quebec,2016A000224,Average expenditure per household,Registration fees and licences for recreational vehicles,Dollars,42
2016,Quebec,2016A000224,Average expenditure per household,Registration fees and licences for recreational vehicles,Dollars,44
2017,Quebec,2016A000224,Average expenditure per household,Registration fees and licences for recreational vehicles,Dollars,47
2011,Quebec,2016A000224,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",Dollars,12
2012,Quebec,2016A000224,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",Dollars,11
2013,Quebec,2016A000224,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",Dollars,11
2014,Quebec,2016A000224,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",Dollars,24
2015,Quebec,2016A000224,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",Dollars,16
2016,Quebec,2016A000224,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",Dollars,20
2017,Quebec,2016A000224,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",Dollars,9
2015,Quebec,2016A000224,Average expenditure per household,Other expenses for recreational vehicles,Dollars,29
2010,Quebec,2016A000224,Average expenditure per household,Tuition fees,Dollars,619
2011,Quebec,2016A000224,Average expenditure per household,Tuition fees,Dollars,719
2012,Quebec,2016A000224,Average expenditure per household,Tuition fees,Dollars,724
2013,Quebec,2016A000224,Average expenditure per household,Tuition fees,Dollars,795
2014,Quebec,2016A000224,Average expenditure per household,Tuition fees,Dollars,793
2015,Quebec,2016A000224,Average expenditure per household,Tuition fees,Dollars,785
2016,Quebec,2016A000224,Average expenditure per household,Tuition fees,Dollars,857
2017,Quebec,2016A000224,Average expenditure per household,Tuition fees,Dollars,841
2010,Quebec,2016A000224,Average expenditure per household,"Tuition fees for kindergarten, elementary and secondary schools",Dollars,162
2011,Quebec,2016A000224,Average expenditure per household,"Tuition fees for kindergarten, elementary and secondary schools",Dollars,277
2012,Quebec,2016A000224,Average expenditure per household,"Tuition fees for kindergarten, elementary and secondary schools",Dollars,226
2013,Quebec,2016A000224,Average expenditure per household,"Tuition fees for kindergarten, elementary and secondary schools",Dollars,139
2014,Quebec,2016A000224,Average expenditure per household,"Tuition fees for kindergarten, elementary and secondary schools",Dollars,232
2015,Quebec,2016A000224,Average expenditure per household,"Tuition fees for kindergarten, elementary and secondary schools",Dollars,206
2016,Quebec,2016A000224,Average expenditure per household,"Tuition fees for kindergarten, elementary and secondary schools",Dollars,247
2017,Quebec,2016A000224,Average expenditure per household,"Tuition fees for kindergarten, elementary and secondary schools",Dollars,199
2010,Quebec,2016A000224,Average expenditure per household,Tuition fees for university,Dollars,252
2011,Quebec,2016A000224,Average expenditure per household,Tuition fees for university,Dollars,226
2012,Quebec,2016A000224,Average expenditure per household,Tuition fees for university,Dollars,259
